X,yob,incnum,Bachelor,Male,marital,union,relfreq,moreno,religionlink,regionlink,classlink,racelink,respondent_class,weight,region,religion,race,joblossnum,taxarg,employment,agecat,taxnum,educsimple,jl2
1153,1987,5,0,1,1,No,1,3,1,2,3,2,middle class,1.130892292,North Rhine-Westphalia,Protestant,Germans,1,Eth,Working full time,Age2544,2,LessBach,1
1154,1981,6,0,0,0,No,1,3,1,2,2,2,affluent people,1.130892292,North Rhine-Westphalia,Protestant,Germans,2,Reg,Working part-time,Age2544,4,LessBach,2
1155,1988,3,0,1,0,No,1,4,2,2,2,2,middle class,1.130892292,North Rhine-Westphalia,Catholic,Germans,2,Ctl,Working full time,Age2544,3,LessBach,2
1156,1973,2,0,0,0,No,1,3,1,4,4,4,working class,1.130892292,North Rhine-Westphalia,Protestant,Germans,2,Ctl,Working full time,Age2544,6,LessBach,2
1157,1986,2,0,0,0,No,2,2,1,2,3,2,working class,1.130892292,North Rhine-Westphalia,Catholic,Germans,2,Reg,Working part-time,Age2544,5,LessBach,2
1158,1986,6,0,0,0,No,2,1,2,1,1,2,affluent people,1.130892292,North Rhine-Westphalia,Catholic,Germans,3,Reg,Working full time,Age2544,3,LessBach,3
1159,1982,4,0,0,1,No,1,2,1,2,2,2,middle class,1.130892292,North Rhine-Westphalia,Catholic,Germans,2,Eth,Working part-time,Age2544,2,LessBach,2
1160,1988,2,0,1,0,No,NA,2,1,1,3,2,working class,1.130892292,North Rhine-Westphalia,Non-religious,Germans,NA,Ctl,Other,Age2544,6,LessBach,0
1161,1975,4,0,0,0,Yes,NA,3,1,4,3,3,middle class,1.130892292,North Rhine-Westphalia,Non-religious,Germans,1,Ctl,Working full time,Age2544,6,LessBach,1
1162,1986,6,0,1,0,Not Employed,1,3,1,3,1,3,affluent people,1.130892292,North Rhine-Westphalia,Protestant,Germans,NA,Reg,Student,Age2544,7,LessBach,0
1163,1982,3,0,0,0,No,NA,1,4,3,4,2,middle class,1.130892292,North Rhine-Westphalia,Non-religious,Germans,NA,Eth,"Unemployed, looking for work",Age2544,7,LessBach,0
1164,1976,6,0,1,0,No,NA,NA,2,2,2,2,affluent people,1.130892292,North Rhine-Westphalia,Non-religious,Germans,1,Reg,Working full time,Age2544,2,LessBach,1
1165,1984,3,0,0,0,No,1,3,1,1,1,1,middle class,1.130892292,North Rhine-Westphalia,Protestant,Germans,1,Eth,Working full time,Age2544,4,LessBach,1
1166,1978,7,0,1,1,No,1,2,1,3,4,4,affluent people,1.130892292,North Rhine-Westphalia,Protestant,Germans,4,Eth,Working full time,Age2544,1,LessBach,4
1167,1988,1,0,0,0,No,4,3,4,3,4,4,working class,1.130892292,North Rhine-Westphalia,Protestant,Germans,3,Reg,Working part-time,Age2544,5,LessBach,3
1168,1980,1,0,0,0,Not Employed,NA,NA,1,3,3,3,working class,1.130892292,North Rhine-Westphalia,Non-religious,Germans,NA,Reg,Other,Age2544,6,LessBach,0
1169,1976,4,0,1,0,No,1,1,1,1,1,2,middle class,1.130892292,North Rhine-Westphalia,Catholic,Germans,1,Reg,Working full time,Age2544,2,LessBach,1
1170,1981,5,0,1,0,No,1,2,1,2,4,3,middle class,1.130892292,North Rhine-Westphalia,Other,Germans,1,Eth,Working full time,Age2544,2,LessBach,1
1171,1977,3,0,0,0,No,1,3,1,1,1,1,middle class,1.130892292,North Rhine-Westphalia,Protestant,Germans,3,Eth,Working full time,Age2544,4,LessBach,3
1172,1974,4,0,0,0,No,2,1,4,4,4,4,middle class,1.130892292,North Rhine-Westphalia,Catholic,Germans,1,Ctl,Working full time,Age2544,2,LessBach,1
1173,1989,5,0,1,0,No,NA,4,1,4,4,4,middle class,1.130892292,North Rhine-Westphalia,Non-religious,Germans,1,Reg,Working full time,Age2544,3,LessBach,1
1174,1975,7,0,0,1,No,1,4,1,4,2,4,affluent people,1.130892292,North Rhine-Westphalia,Protestant,Germans,1,Eth,Working part-time,Age2544,3,LessBach,1
1175,1973,7,0,0,1,No,4,1,4,4,4,4,affluent people,1.130892292,North Rhine-Westphalia,Catholic,Germans,2,Eth,Working full time,Age2544,7,LessBach,2
1176,1986,6,0,0,1,No,3,1,2,3,2,3,affluent people,1.130892292,North Rhine-Westphalia,Protestant,Germans,NA,Eth,Other,Age2544,4,LessBach,0
1177,1978,2,0,0,0,No,1,2,2,2,2,2,working class,1.130892292,North Rhine-Westphalia,Catholic,Germans,NA,Reg,Student,Age2544,3,LessBach,0
1178,1978,2,0,1,1,No,3,4,2,2,2,3,working class,1.130892292,North Rhine-Westphalia,Protestant,Germans,NA,Eth,Retired,Age2544,2,LessBach,0
1179,1974,6,0,0,1,No,NA,1,1,2,1,1,affluent people,1.130892292,North Rhine-Westphalia,Non-religious,Germans,2,Reg,Working part-time,Age2544,4,LessBach,2
1180,1991,1,0,0,0,No,1,2,3,3,2,2,working class,1.130892292,North Rhine-Westphalia,Catholic,Germans,1,Ctl,Working full time,Age2544,3,LessBach,1
1181,1989,5,0,0,1,No,2,1,2,2,2,2,middle class,1.130892292,North Rhine-Westphalia,Catholic,Germans,2,Eth,Working full time,Age2544,5,LessBach,2
1182,1973,3,0,1,1,No,NA,2,2,3,3,3,middle class,1.130892292,North Rhine-Westphalia,Non-religious,Germans,2,Reg,Working full time,Age2544,3,LessBach,2
1183,1989,3,0,0,0,No,2,3,2,2,3,2,middle class,1.130892292,North Rhine-Westphalia,Protestant,Germans,2,Reg,Working full time,Age2544,4,LessBach,2
1184,1988,5,1,1,0,No,1,3,2,2,2,2,middle class,0.187772769,North Rhine-Westphalia,Catholic,Germans,NA,Reg,Student,Age2544,4,BachPlus,0
1185,1981,7,1,0,1,No,2,1,2,2,2,2,affluent people,0.187772769,North Rhine-Westphalia,Catholic,Germans,1,Eth,Working part-time,Age2544,3,BachPlus,1
1186,1990,5,1,0,0,No,1,1,1,4,4,4,middle class,0.187772769,North Rhine-Westphalia,Catholic,Germans,3,Reg,Working full time,Age2544,3,BachPlus,3
1187,1990,1,1,0,0,Not Employed,1,NA,2,2,2,2,working class,0.187772769,North Rhine-Westphalia,Catholic,Germans,NA,Ctl,Student,Age2544,5,BachPlus,0
1188,1973,5,1,0,0,No,1,1,3,3,4,3,middle class,0.187772769,North Rhine-Westphalia,Protestant,Germans,1,Ctl,Working full time,Age2544,6,BachPlus,1
1189,1991,1,1,0,0,No,NA,2,2,2,2,2,working class,0.187772769,North Rhine-Westphalia,Non-religious,Germans,NA,Ctl,Other,Age2544,5,BachPlus,0
1190,1981,5,1,1,0,No,NA,1,3,3,3,3,middle class,0.187772769,North Rhine-Westphalia,Non-religious,Germans,3,Ctl,Working full time,Age2544,7,BachPlus,3
1191,1977,6,1,1,1,No,2,2,1,1,4,4,affluent people,0.187772769,North Rhine-Westphalia,Catholic,Germans,1,Eth,Working full time,Age2544,1,BachPlus,1
1192,1974,7,1,1,1,No,NA,1,1,2,2,2,affluent people,0.187772769,North Rhine-Westphalia,Non-religious,Germans,2,Reg,Working full time,Age2544,2,BachPlus,2
1193,1987,7,1,0,0,No,NA,2,1,3,4,4,affluent people,0.187772769,North Rhine-Westphalia,Non-religious,Germans,1,Ctl,Working full time,Age2544,1,BachPlus,1
1194,1981,1,0,1,1,No,NA,NA,NA,NA,NA,NA,,0.527120563,North Rhine-Westphalia,,Germans,NA,Eth,"Unemployed, looking for work",Age2544,3,LessBach,0
1195,1984,2,0,0,1,Not Employed,1,3,2,2,2,2,working class,0.527120563,North Rhine-Westphalia,Muslim,Germans,NA,Reg,"Unemployed, looking for work",Age2544,4,LessBach,0
1196,1985,4,0,0,1,No,2,NA,2,3,2,3,middle class,0.527120563,North Rhine-Westphalia,Catholic,Germans,2,Eth,Working part-time,Age2544,4,LessBach,2
1197,1990,1,0,0,0,No,2,1,3,4,4,4,working class,0.527120563,North Rhine-Westphalia,Catholic,Germans,NA,Ctl,"Unemployed, looking for work",Age2544,5,LessBach,0
1198,1989,3,0,0,0,No,1,2,3,3,3,3,middle class,0.527120563,North Rhine-Westphalia,Catholic,Germans,2,Reg,Working full time,Age2544,3,LessBach,2
1199,1980,3,0,1,1,Not Employed,2,NA,2,3,3,4,middle class,0.527120563,North Rhine-Westphalia,Catholic,Germans,3,Eth,Working full time,Age2544,5,LessBach,3
1200,1977,7,1,1,1,No,NA,3,3,4,4,3,affluent people,2.646586982,North Rhine-Westphalia,Non-religious,Serbs,1,Reg,Working full time,Age2544,3,BachPlus,1
1201,1989,2,0,1,1,Yes,1,5,2,2,1,1,working class,7.995241151,North Rhine-Westphalia,Catholic,Other,NA,Eth,"Unemployed, looking for work",Age2544,1,LessBach,0
1202,1987,3,0,1,0,Not Employed,1,4,2,2,2,2,middle class,7.995241151,North Rhine-Westphalia,Protestant,Russians,1,Ctl,Working full time,Age2544,4,LessBach,1
1203,1986,4,1,0,0,Yes,NA,2,3,3,3,3,middle class,1.032294826,North Rhine-Westphalia,Non-religious,Other,1,Eth,Working part-time,Age2544,6,BachPlus,1
1204,1991,5,1,0,1,No,1,NA,4,1,1,4,middle class,0.482169127,North Rhine-Westphalia,Muslim,Turks,3,Reg,Working full time,Age2544,4,BachPlus,3
1205,1989,2,1,0,0,No,NA,NA,1,1,2,4,working class,0.482169127,North Rhine-Westphalia,Non-religious,Other,2,Eth,Working full time,Age2544,4,BachPlus,2
1206,1990,5,0,0,1,Yes,2,4,4,1,4,2,middle class,1.421286332,North Rhine-Westphalia,Catholic,Poles,2,Eth,Working full time,Age2544,4,LessBach,2
1207,1975,5,0,1,0,Yes,1,5,3,2,1,2,middle class,1.421286332,North Rhine-Westphalia,Muslim,Turks,3,Ctl,Working full time,Age2544,7,LessBach,3
1208,1985,1,0,0,0,No,3,2,4,4,1,1,working class,1.421286332,North Rhine-Westphalia,Muslim,Greeks,1,Eth,Working full time,Age2544,4,LessBach,1
1209,1981,3,0,0,0,No,1,NA,1,1,2,1,middle class,1.421286332,North Rhine-Westphalia,Catholic,Other,1,Ctl,Working full time,Age2544,4,LessBach,1
1210,1991,1,0,0,0,No,2,3,1,1,3,4,working class,1.421286332,North Rhine-Westphalia,Protestant,Other,3,Eth,Working full time,Age2544,6,LessBach,3
1211,1963,2,0,0,0,No,NA,NA,4,4,4,4,working class,2.558422713,North Rhine-Westphalia,Non-religious,Germans,NA,Reg,Retired,Age4564,7,LessBach,0
1212,1958,3,0,0,1,No,2,NA,3,3,3,2,middle class,2.558422713,North Rhine-Westphalia,Catholic,Germans,2,Ctl,Working full time,Age4564,7,LessBach,2
1213,1954,7,0,1,1,Yes,1,NA,4,4,4,4,affluent people,2.558422713,North Rhine-Westphalia,Catholic,Germans,1,Reg,Working full time,Age4564,4,LessBach,1
1214,1970,3,1,1,0,No,1,3,2,2,2,2,middle class,0.342917994,North Rhine-Westphalia,Protestant,Germans,2,Reg,Working full time,Age4564,6,BachPlus,2
1215,1961,6,1,1,0,No,NA,3,1,1,1,1,affluent people,0.342917994,North Rhine-Westphalia,Non-religious,Germans,1,Eth,Working full time,Age4564,4,BachPlus,1
1216,1967,3,1,0,1,No,1,3,2,2,2,2,middle class,0.342917994,North Rhine-Westphalia,Protestant,Germans,NA,Reg,Retired,Age4564,4,BachPlus,0
1217,1963,7,1,1,1,No,1,1,1,2,1,2,affluent people,0.342917994,North Rhine-Westphalia,Catholic,Germans,1,Ctl,Working full time,Age4564,6,BachPlus,1
1218,1966,4,1,0,1,Yes,1,3,2,2,2,2,middle class,0.342917994,North Rhine-Westphalia,Catholic,Germans,1,Ctl,Working full time,Age4564,3,BachPlus,1
1219,1957,7,1,1,1,No,NA,3,1,2,4,2,affluent people,0.342917994,North Rhine-Westphalia,Non-religious,Germans,1,Ctl,Working full time,Age4564,5,BachPlus,1
1220,1953,5,1,0,1,No,2,1,2,1,1,2,middle class,0.342917994,North Rhine-Westphalia,Catholic,Germans,NA,Eth,Retired,Age4564,1,BachPlus,0
1221,1955,4,1,0,1,Yes,1,1,4,4,4,4,middle class,0.342917994,North Rhine-Westphalia,Protestant,Germans,NA,Reg,Retired,Age4564,4,BachPlus,0
1222,1963,7,1,1,1,No,2,1,4,4,4,4,affluent people,0.342917994,North Rhine-Westphalia,Buddhist,Germans,1,Ctl,Working full time,Age4564,7,BachPlus,1
1223,1969,7,1,1,1,No,2,3,1,3,1,3,affluent people,0.342917994,North Rhine-Westphalia,Protestant,Germans,1,Eth,Working full time,Age4564,2,BachPlus,1
1224,1952,6,1,0,0,No,1,2,1,2,3,4,affluent people,0.342917994,North Rhine-Westphalia,Protestant,Germans,1,Ctl,Working full time,Age4564,4,BachPlus,1
1225,1962,1,1,1,0,No,NA,NA,1,1,2,1,working class,0.342917994,North Rhine-Westphalia,Non-religious,Germans,2,Ctl,Working full time,Age4564,6,BachPlus,2
1226,1959,3,1,1,0,No,1,1,1,1,2,2,middle class,0.342917994,North Rhine-Westphalia,Catholic,Germans,NA,Reg,Retired,Age4564,2,BachPlus,0
1227,1972,4,1,0,0,No,3,3,3,2,1,2,middle class,0.342917994,North Rhine-Westphalia,Catholic,Germans,5,Ctl,Working full time,Age4564,3,BachPlus,5
1228,1957,4,1,0,0,No,NA,4,1,1,4,1,middle class,0.342917994,North Rhine-Westphalia,Non-religious,Germans,4,Reg,Working full time,Age4564,3,BachPlus,4
1229,1959,7,1,1,0,Yes,1,2,1,2,2,2,affluent people,0.342917994,North Rhine-Westphalia,Catholic,Germans,2,Reg,Working full time,Age4564,3,BachPlus,2
1230,1957,7,1,0,1,No,2,1,1,1,1,2,affluent people,0.342917994,North Rhine-Westphalia,Catholic,Germans,4,Ctl,Working full time,Age4564,3,BachPlus,4
1231,1957,5,1,1,1,Yes,NA,NA,1,2,4,2,middle class,0.342917994,North Rhine-Westphalia,Non-religious,Germans,NA,Eth,Other,Age4564,5,BachPlus,0
1232,1967,7,1,1,1,No,NA,1,1,1,3,2,affluent people,0.342917994,North Rhine-Westphalia,Non-religious,Germans,2,Reg,Working full time,Age4564,6,BachPlus,2
1233,1961,7,1,0,1,No,1,1,3,1,3,3,affluent people,0.342917994,North Rhine-Westphalia,Protestant,Germans,1,Reg,Working part-time,Age4564,4,BachPlus,1
1234,1959,7,1,1,1,Yes,4,3,3,2,3,2,affluent people,0.342917994,North Rhine-Westphalia,Catholic,Germans,1,Ctl,Working full time,Age4564,6,BachPlus,1
1235,1965,6,1,1,1,Yes,2,4,2,2,3,2,affluent people,0.342917994,North Rhine-Westphalia,Catholic,Germans,3,Eth,Working full time,Age4564,5,BachPlus,3
1236,1968,6,1,1,1,No,NA,3,1,2,1,2,affluent people,0.342917994,North Rhine-Westphalia,Non-religious,Germans,1,Ctl,Working full time,Age4564,5,BachPlus,1
1237,1969,7,1,0,0,No,NA,1,2,3,2,3,affluent people,0.342917994,North Rhine-Westphalia,Non-religious,Germans,NA,Reg,Other,Age4564,2,BachPlus,0
1238,1963,5,1,0,1,No,2,3,2,3,3,2,middle class,0.342917994,North Rhine-Westphalia,Catholic,Germans,1,Reg,Working part-time,Age4564,2,BachPlus,1
1239,1964,7,1,0,0,No,NA,NA,2,2,2,2,affluent people,0.342917994,North Rhine-Westphalia,Non-religious,Germans,1,Reg,Working full time,Age4564,2,BachPlus,1
1240,1968,5,1,0,0,No,NA,1,1,1,4,2,middle class,0.342917994,North Rhine-Westphalia,Non-religious,Germans,2,Eth,Working full time,Age4564,2,BachPlus,2
1241,1965,5,1,1,1,Yes,NA,2,2,2,2,3,middle class,0.342917994,North Rhine-Westphalia,Non-religious,Germans,1,Ctl,Working full time,Age4564,5,BachPlus,1
1242,1960,4,1,1,1,Yes,1,2,3,2,3,2,middle class,0.342917994,North Rhine-Westphalia,Protestant,Germans,1,Eth,Working full time,Age4564,1,BachPlus,1
1243,1965,6,1,0,1,No,3,5,4,4,4,4,affluent people,0.342917994,North Rhine-Westphalia,Catholic,Germans,1,Reg,Working full time,Age4564,2,BachPlus,1
1244,1959,7,1,1,1,No,NA,1,3,3,2,3,affluent people,0.342917994,North Rhine-Westphalia,Non-religious,Germans,1,Eth,Working full time,Age4564,2,BachPlus,1
1245,1954,4,1,1,1,Yes,2,3,1,4,3,4,middle class,0.342917994,North Rhine-Westphalia,Protestant,Germans,2,Ctl,Working full time,Age4564,7,BachPlus,2
1246,1959,5,1,1,1,No,1,2,1,1,2,1,middle class,0.342917994,North Rhine-Westphalia,Catholic,Germans,1,Ctl,Working full time,Age4564,3,BachPlus,1
1247,1971,4,0,0,1,Not Employed,1,2,1,1,2,1,middle class,0.998340894,North Rhine-Westphalia,Catholic,Germans,NA,Reg,Retired,Age4564,4,LessBach,0
1248,1969,2,0,0,0,No,1,3,3,2,3,4,working class,0.998340894,North Rhine-Westphalia,Catholic,Germans,1,Ctl,Working full time,Age4564,3,LessBach,1
1249,1960,5,0,1,1,No,2,3,1,2,4,4,middle class,0.998340894,North Rhine-Westphalia,Catholic,Germans,NA,Ctl,Retired,Age4564,6,LessBach,0
1250,1971,1,0,0,0,No,1,3,4,3,3,2,working class,0.998340894,North Rhine-Westphalia,Catholic,Germans,NA,Reg,Other,Age4564,3,LessBach,0
1251,1958,3,0,0,1,No,NA,2,1,2,2,3,middle class,0.998340894,North Rhine-Westphalia,Non-religious,Germans,1,Eth,Working part-time,Age4564,2,LessBach,1
1252,1965,1,0,1,0,No,NA,1,4,2,3,2,working class,0.998340894,North Rhine-Westphalia,Non-religious,Germans,NA,Eth,Retired,Age4564,4,LessBach,0
1253,1959,5,0,0,0,No,1,4,1,2,2,2,middle class,0.998340894,North Rhine-Westphalia,Catholic,Germans,2,Reg,Working full time,Age4564,5,LessBach,2
1254,1970,2,0,1,0,Yes,NA,4,1,4,3,2,working class,0.998340894,North Rhine-Westphalia,Non-religious,Germans,NA,Reg,Other,Age4564,1,LessBach,0
1255,1958,3,0,1,0,Not Employed,NA,1,1,1,2,1,middle class,0.998340894,North Rhine-Westphalia,Non-religious,Germans,NA,Eth,Retired,Age4564,4,LessBach,0
1256,1952,2,0,1,1,No,2,1,2,2,3,2,working class,0.998340894,North Rhine-Westphalia,Catholic,Germans,NA,Eth,Retired,Age4564,2,LessBach,0
1257,1953,5,0,1,1,Yes,NA,3,2,2,2,2,middle class,0.998340894,North Rhine-Westphalia,Non-religious,Germans,NA,Reg,Retired,Age4564,3,LessBach,0
1258,1966,5,0,0,0,No,NA,NA,1,2,2,2,middle class,0.998340894,North Rhine-Westphalia,Non-religious,Germans,2,Reg,Working full time,Age4564,5,LessBach,2
1259,1971,4,0,0,0,Yes,NA,NA,1,1,3,3,middle class,0.998340894,North Rhine-Westphalia,Non-religious,Germans,NA,Ctl,Retired,Age4564,5,LessBach,0
1260,1957,7,0,1,1,No,NA,1,1,1,2,2,affluent people,0.998340894,North Rhine-Westphalia,Non-religious,Germans,1,Reg,Working full time,Age4564,4,LessBach,1
1261,1961,1,0,0,0,No,1,2,4,4,4,4,working class,0.998340894,North Rhine-Westphalia,Protestant,Germans,NA,Ctl,Retired,Age4564,5,LessBach,0
1262,1970,4,0,1,1,No,NA,3,3,3,3,3,middle class,0.998340894,North Rhine-Westphalia,Non-religious,Germans,2,Ctl,Working full time,Age4564,3,LessBach,2
1263,1969,5,0,0,1,No,2,3,1,1,2,1,middle class,0.998340894,North Rhine-Westphalia,Protestant,Germans,1,Reg,Working part-time,Age4564,2,LessBach,1
1264,1956,5,0,0,1,No,1,3,1,3,3,3,middle class,0.998340894,North Rhine-Westphalia,Protestant,Germans,NA,Eth,Retired,Age4564,2,LessBach,0
1265,1963,5,0,0,1,Yes,1,3,1,4,4,4,middle class,0.998340894,North Rhine-Westphalia,Protestant,Germans,1,Eth,Working part-time,Age4564,2,LessBach,1
1266,1959,4,0,0,0,No,1,2,1,1,4,2,middle class,0.998340894,North Rhine-Westphalia,Protestant,Germans,2,Ctl,Working full time,Age4564,6,LessBach,2
1267,1960,2,0,1,0,No,1,3,1,2,4,2,working class,0.998340894,North Rhine-Westphalia,Catholic,Germans,NA,Ctl,Retired,Age4564,7,LessBach,0
1268,1960,2,0,0,1,Not Employed,1,3,1,4,4,4,working class,0.998340894,North Rhine-Westphalia,Catholic,Germans,NA,Ctl,Retired,Age4564,7,LessBach,0
1269,1961,4,0,0,0,No,1,2,1,4,3,4,middle class,0.998340894,North Rhine-Westphalia,Catholic,Germans,2,Reg,Working full time,Age4564,6,LessBach,2
1270,1959,5,0,0,0,No,1,1,2,1,2,2,middle class,0.998340894,North Rhine-Westphalia,Protestant,Germans,1,Reg,Working full time,Age4564,3,LessBach,1
1271,1962,6,0,0,1,No,1,1,2,1,2,3,affluent people,0.998340894,North Rhine-Westphalia,Catholic,Germans,2,Eth,Working full time,Age4564,1,LessBach,2
1272,1964,4,0,0,0,No,NA,1,1,2,3,2,middle class,0.998340894,North Rhine-Westphalia,Non-religious,Germans,1,Reg,Working part-time,Age4564,3,LessBach,1
1273,1969,4,0,0,0,No,1,NA,4,4,4,4,middle class,0.998340894,North Rhine-Westphalia,Catholic,Germans,2,Ctl,Working part-time,Age4564,5,LessBach,2
1274,1966,5,0,0,1,No,1,1,1,3,3,3,middle class,0.998340894,North Rhine-Westphalia,Catholic,Germans,2,Ctl,Working part-time,Age4564,7,LessBach,2
1275,1962,5,0,1,1,No,1,NA,1,2,1,2,middle class,0.998340894,North Rhine-Westphalia,Protestant,Germans,1,Eth,Working full time,Age4564,3,LessBach,1
1276,1966,4,0,1,0,No,NA,1,1,1,3,3,middle class,0.998340894,North Rhine-Westphalia,Non-religious,Germans,2,Eth,Working part-time,Age4564,2,LessBach,2
1277,1965,4,0,0,1,Not Employed,1,1,1,1,2,2,middle class,0.998340894,North Rhine-Westphalia,Protestant,Germans,NA,Eth,Retired,Age4564,3,LessBach,0
1278,1968,4,0,0,0,No,2,3,3,2,2,2,middle class,0.998340894,North Rhine-Westphalia,Protestant,Germans,1,Ctl,Working part-time,Age4564,7,LessBach,1
1279,1963,1,0,0,0,No,1,1,1,1,2,2,working class,0.998340894,North Rhine-Westphalia,Catholic,Germans,1,Ctl,Working part-time,Age4564,4,LessBach,1
1280,1965,7,0,1,1,Yes,2,4,2,3,2,3,affluent people,0.998340894,North Rhine-Westphalia,Protestant,Germans,1,Reg,Working full time,Age4564,3,LessBach,1
1281,1960,5,0,1,0,No,1,1,1,1,1,3,middle class,0.998340894,North Rhine-Westphalia,Catholic,Germans,1,Ctl,Working full time,Age4564,6,LessBach,1
1282,1967,6,0,0,0,No,1,1,1,1,1,1,affluent people,0.998340894,North Rhine-Westphalia,Protestant,Germans,2,Eth,Working full time,Age4564,4,LessBach,2
1283,1971,3,0,1,0,No,1,3,1,4,4,4,middle class,0.998340894,North Rhine-Westphalia,Catholic,Germans,3,Ctl,Working part-time,Age4564,3,LessBach,3
1284,1965,2,0,0,0,Not Employed,1,2,2,2,2,2,working class,0.998340894,North Rhine-Westphalia,Muslim,Germans,2,Eth,Working part-time,Age4564,3,LessBach,2
1285,1954,3,0,1,1,Yes,NA,3,1,2,4,4,middle class,0.998340894,North Rhine-Westphalia,Non-religious,Germans,NA,Ctl,Retired,Age4564,6,LessBach,0
1286,1965,3,0,1,0,No,1,1,4,4,4,4,middle class,0.998340894,North Rhine-Westphalia,Protestant,Germans,1,Eth,Working full time,Age4564,1,LessBach,1
1287,1969,5,0,1,1,No,2,3,3,3,3,2,middle class,0.998340894,North Rhine-Westphalia,Catholic,Germans,2,Eth,Working full time,Age4564,3,LessBach,2
1288,1960,4,0,1,0,No,NA,NA,1,1,2,1,middle class,0.998340894,North Rhine-Westphalia,Non-religious,Germans,1,Reg,Working part-time,Age4564,1,LessBach,1
1289,1958,1,0,1,0,Not Employed,NA,NA,3,1,4,1,working class,0.998340894,North Rhine-Westphalia,Non-religious,Germans,NA,Eth,"Unemployed, looking for work",Age4564,1,LessBach,0
1290,1960,6,0,0,1,No,1,1,2,2,2,2,affluent people,0.998340894,North Rhine-Westphalia,Protestant,Germans,2,Ctl,Working part-time,Age4564,2,LessBach,2
1291,1967,1,0,0,0,Yes,2,2,1,3,1,4,working class,0.998340894,North Rhine-Westphalia,Catholic,Germans,3,Eth,On a long-term leave,Age4564,3,LessBach,3
1292,1962,4,0,1,0,No,NA,1,1,1,2,4,middle class,0.998340894,North Rhine-Westphalia,Non-religious,Germans,2,Reg,Working full time,Age4564,3,LessBach,2
1293,1963,3,0,1,0,Not Employed,2,3,1,1,1,1,middle class,0.998340894,North Rhine-Westphalia,Catholic,Germans,NA,Eth,Retired,Age4564,3,LessBach,0
1294,1970,3,0,0,1,No,NA,3,1,2,2,2,middle class,0.998340894,North Rhine-Westphalia,Non-religious,Germans,1,Ctl,Working full time,Age4564,2,LessBach,1
1295,1955,7,0,0,1,Yes,NA,3,1,4,4,4,affluent people,0.998340894,North Rhine-Westphalia,Non-religious,Germans,1,Ctl,Working full time,Age4564,3,LessBach,1
1296,1958,2,0,0,1,No,1,4,2,3,2,3,working class,0.998340894,North Rhine-Westphalia,Protestant,Germans,2,Reg,Working part-time,Age4564,3,LessBach,2
1297,1963,5,0,1,1,No,1,2,1,4,3,4,middle class,0.998340894,North Rhine-Westphalia,Protestant,Germans,2,Reg,Working full time,Age4564,2,LessBach,2
1298,1964,3,0,0,1,No,2,1,2,1,4,3,middle class,0.998340894,North Rhine-Westphalia,Catholic,Germans,2,Eth,Working full time,Age4564,6,LessBach,2
1299,1953,2,0,1,1,No,1,3,1,3,3,3,working class,0.998340894,North Rhine-Westphalia,Protestant,Germans,NA,Eth,Retired,Age4564,1,LessBach,0
1300,1963,6,0,1,1,Not Employed,1,3,1,2,3,2,affluent people,0.998340894,North Rhine-Westphalia,Protestant,Germans,NA,Ctl,Retired,Age4564,4,LessBach,0
